Location,Tournament,Date,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,B365W,B365L
London,Wimbledon,22/06/05,Hewitt L.,Hernych J.,2,66,6.0,2.0,7.0,5.0,3.0,6.0,6.0,3.0,,,3.0,1.0,1.05,9.0
London,Wimbledon,22/06/05,Youzhny M.,Lisnard J.R.,34,98,1.0,6.0,7.0,5.0,6.0,3.0,6.0,4.0,,,3.0,1.0,1.12,5.5
London,Wimbledon,22/06/05,Ancic M.,Udomchoke D.,17,161,7.0,6.0,3.0,6.0,6.0,3.0,6.0,3.0,,,3.0,1.0,1.03,11.0
London,Wimbledon,22/06/05,Mayer F.,Verdasco F.,57,59,7.0,6.0,7.0,5.0,6.0,3.0,,,,,3.0,0.0,2.0,1.72
London,Wimbledon,22/06/05,Johansson J.,Rusedski G.,10,40,7.0,6.0,3.0,6.0,6.0,4.0,7.0,6.0,,,3.0,1.0,1.57,2.25
London,Wimbledon,22/06/05,Monfils G.,Hrbaty D.,83,25,6.0,3.0,6.0,3.0,2.0,6.0,7.0,5.0,,,3.0,1.0,2.5,1.5
London,Wimbledon,23/06/05,Novak J.,Santoro F.,28,53,5.0,1.0,4.0,6.0,7.0,6.0,6.0,3.0,,,3.0,1.0,1.57,2.25
London,Wimbledon,23/06/05,Andreev I.,Sanguinetti D.,42,64,6.0,4.0,6.0,2.0,3.0,6.0,6.0,3.0,,,3.0,1.0,1.53,2.37
London,Wimbledon,23/06/05,Gasquet R.,Elseneer G.,20,191,7.0,6.0,7.0,6.0,6.0,7.0,6.0,2.0,,,3.0,1.0,1.05,9.0
London,Wimbledon,23/06/05,Tursunov D.,Henman T.,152,9,3.0,6.0,6.0,2.0,3.0,6.0,6.0,3.0,8.0,6.0,3.0,2.0,7.0,1.08
London,Wimbledon,23/06/05,Mirnyi M.,Rochus O.,36,35,7.0,6.0,6.0,2.0,7.0,6.0,,,,,3.0,0.0,1.5,2.5
London,Wimbledon,23/06/05,Popp A.,Arthurs W.,134,85,6.0,3.0,6.0,7.0,3.0,6.0,7.0,6.0,14.0,12.0,3.0,2.0,2.37,1.53
London,Wimbledon,23/06/05,Muller G.,Nadal R.,69,3,6.0,4.0,4.0,6.0,6.0,3.0,6.0,4.0,,,3.0,1.0,8.0,1.06
London,Wimbledon,23/06/05,Coria G.,Malisse X.,18,51,3.0,6.0,6.0,3.0,7.0,5.0,6.0,7.0,6.0,4.0,3.0,2.0,1.72,2.0
London,Wimbledon,23/06/05,Johansson T.,Pavel A.,22,41,3.0,6.0,7.0,6.0,6.0,4.0,7.0,6.0,,,3.0,1.0,1.22,4.0
London,Wimbledon,23/06/05,Melzer J.,Calatrava A.,38,125,6.0,4.0,6.0,4.0,6.0,1.0,,,,,3.0,0.0,1.08,7.0
London,Wimbledon,23/06/05,Tipsarevic J.,Lu Y.H.,108,153,2.0,6.0,6.0,3.0,6.0,2.0,4.0,6.0,7.0,5.0,3.0,2.0,1.83,1.83
London,Wimbledon,23/06/05,Grosjean S.,Hanescu V.,27,60,6.0,3.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,1.22,4.0
London,Wimbledon,23/06/05,Djokovic N.,Garcia-Lopez G.,128,81,3.0,6.0,3.0,6.0,7.0,6.0,7.0,6.0,6.0,4.0,3.0,2.0,1.66,2.1
London,Wimbledon,23/06/05,Murray A.,Stepanek R.,312,13,6.0,4.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,3.25,1.33
London,Wimbledon,23/06/05,Nalbandian D.,Kucera K.,19,157,6.0,2.0,6.0,4.0,6.0,3.0,,,,,3.0,0.0,1.14,5.0
London,Wimbledon,24/06/05,Roddick A.,Bracciali D.,4,120,7.0,5.0,6.0,3.0,6.0,7.0,4.0,6.0,6.0,3.0,3.0,2.0,1.02,12.0
London,Wimbledon,24/06/05,Lopez F.,Safin M.,33,5,6.0,4.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,5.0,1.14
London,Wimbledon,24/06/05,Hewitt L.,Gimelstob J.,2,123,7.0,6.0,6.0,4.0,7.0,5.0,,,,,3.0,0.0,1.02,12.0
London,Wimbledon,24/06/05,Dent T.,Berdych T.,30,49,6.0,3.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,1.39,2.75
London,Wimbledon,24/06/05,Gonzalez F.,Johansson J.,24,10,6.0,4.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,3.0,1.36
London,Wimbledon,24/06/05,Ancic M.,Monfils G.,17,83,6.0,3.0,6.0,3.0,6.0,1.0,,,,,3.0,0.0,1.14,5.0
London,Wimbledon,25/06/05,Federer R.,Kiefer N.,1,26,6.0,2.0,6.0,7.0,6.0,1.0,7.0,5.0,,,3.0,1.0,1.01,13.0
London,Wimbledon,25/06/05,Ferrero J.C.,Mayer F.,31,57,3.0,6.0,6.0,2.0,6.0,1.0,6.0,1.0,,,3.0,1.0,1.66,2.1
London,Wimbledon,25/06/05,Mirnyi M.,Novak J.,36,28,5.0,7.0,7.0,5.0,6.0,4.0,7.0,6.0,,,3.0,1.0,1.36,3.0
London,Wimbledon,25/06/05,Tursunov D.,Popp A.,152,134,5.0,7.0,7.0,6.0,6.0,2.0,6.0,2.0,,,3.0,1.0,2.1,1.66
London,Wimbledon,25/06/05,Grosjean S.,Djokovic N.,27,128,7.0,5.0,6.0,4.0,5.0,7.0,6.0,4.0,,,3.0,1.0,1.14,5.0
London,Wimbledon,25/06/05,Youzhny M.,Bjorkman J.,34,97,7.0,5.0,6.0,3.0,3.0,6.0,7.0,6.0,,,3.0,1.0,1.53,2.37
London,Wimbledon,25/06/05,Roddick A.,Andreev I.,4,42,6.0,2.0,6.0,2.0,7.0,6.0,,,,,3.0,0.0,1.06,8.0
London,Wimbledon,25/06/05,Nalbandian D.,Murray A.,19,312,6.0,7.0,1.0,6.0,6.0,0.0,6.0,4.0,6.0,1.0,3.0,2.0,1.33,3.25
London,Wimbledon,25/06/05,Johansson T.,Tipsarevic J.,22,108,6.0,2.0,6.0,3.0,6.0,1.0,,,,,3.0,0.0,1.12,5.5
London,Wimbledon,25/06/05,Gasquet R.,Muller G.,20,69,7.0,6.0,6.0,3.0,6.0,3.0,,,,,3.0,0.0,1.19,4.33
London,Wimbledon,25/06/05,Coria G.,Melzer J.,18,38,3.0,6.0,3.0,6.0,6.0,2.0,6.0,2.0,6.0,4.0,3.0,2.0,1.57,2.25
London,Wimbledon,27/06/05,Nalbandian D.,Gasquet R.,19,20,6.0,4.0,7.0,6.0,6.0,0.0,,,,,3.0,0.0,2.75,1.39
London,Wimbledon,27/06/05,Johansson T.,Mirnyi M.,22,36,6.0,4.0,7.0,5.0,6.0,4.0,,,,,3.0,0.0,1.57,2.25
London,Wimbledon,27/06/05,Lopez F.,Ancic M.,33,17,6.0,4.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,3.0,1.36
London,Wimbledon,27/06/05,Hewitt L.,Dent T.,2,30,6.0,4.0,6.0,4.0,6.0,7.0,6.0,3.0,,,3.0,1.0,1.25,3.75
London,Wimbledon,27/06/05,Gonzalez F.,Youzhny M.,24,34,7.0,6.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,1.36,3.0
London,Wimbledon,27/06/05,Grosjean S.,Tursunov D.,27,152,6.0,4.0,6.0,7.0,6.0,3.0,3.0,6.0,6.0,1.0,3.0,2.0,1.22,4.0
London,Wimbledon,27/06/05,Roddick A.,Coria G.,4,18,6.0,3.0,7.0,6.0,6.0,4.0,,,,,3.0,0.0,1.1,6.5
London,Wimbledon,27/06/05,Federer R.,Ferrero J.C.,1,31,6.0,3.0,6.0,4.0,7.0,6.0,,,,,3.0,0.0,1.02,12.0
London,Wimbledon,29/06/05,Federer R.,Gonzalez F.,1,24,7.0,5.0,6.0,2.0,7.0,6.0,,,,,3.0,0.0,1.03,11.0
London,Wimbledon,29/06/05,Hewitt L.,Lopez F.,2,33,7.0,5.0,6.0,4.0,7.0,6.0,,,,,3.0,0.0,1.36,3.0
London,Wimbledon,29/06/05,Johansson T.,Nalbandian D.,22,19,7.0,6.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,2.25,1.57
London,Wimbledon,29/06/05,Roddick A.,Grosjean S.,4,27,3.0,6.0,6.0,2.0,6.0,1.0,3.0,6.0,6.0,3.0,3.0,2.0,1.12,5.5
London,Wimbledon,01/07/05,Federer R.,Hewitt L.,1,2,6.0,3.0,6.0,4.0,7.0,6.0,,,,,3.0,0.0,1.11,6.5
London,Wimbledon,02/07/05,Roddick A.,Johansson T.,4,22,6.0,7.0,6.0,2.0,7.0,6.0,7.0,6.0,,,3.0,1.0,1.19,4.5
London,Wimbledon,03/07/05,Federer R.,Roddick A.,1,4,6.0,2.0,7.0,6.0,6.0,4.0,,,,,3.0,0.0,1.14,5.5
London,Wimbledon,21/06/10,Przysiezny M.,Ljubicic I.,94,15,7.0,5.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,5.5,1.12
London,Wimbledon,21/06/10,Lopez F.,Levine J.,30,115,7.0,6.0,3.0,6.0,6.0,2.0,6.0,3.0,,,3.0,1.0,1.16,4.5
London,Wimbledon,21/06/10,Lu Y.H.,Zeballos H.,82,44,7.0,5.0,6.0,4.0,6.0,3.0,,,,,3.0,0.0,1.72,2.0
London,Wimbledon,21/06/10,Brands D.,Andreev I.,98,57,7.0,6.0,7.0,6.0,7.0,5.0,,,,,3.0,0.0,1.36,3.0
London,Wimbledon,21/06/10,Berankis R.,Ball C.,156,134,6.0,2.0,6.0,0.0,3.0,6.0,7.0,6.0,,,3.0,1.0,1.57,2.25
London,Wimbledon,21/06/10,Bozoljac I.,Massu N.,152,99,7.0,6.0,3.0,6.0,6.0,3.0,7.0,6.0,,,3.0,1.0,1.3,3.4
London,Wimbledon,21/06/10,Federer R.,Falla A.,2,60,5.0,7.0,4.0,6.0,6.0,4.0,7.0,6.0,6.0,0.0,3.0,2.0,1.005,21.0
London,Wimbledon,21/06/10,Davydenko N.,Anderson K.,5,95,3.0,6.0,6.0,7.0,7.0,6.0,7.0,5.0,9.0,7.0,3.0,2.0,1.36,3.0
London,Wimbledon,21/06/10,Hanescu V.,Kuznetsov A.,38,167,6.0,7.0,7.0,6.0,6.0,3.0,1.0,6.0,7.0,5.0,3.0,2.0,1.44,2.62
London,Wimbledon,21/06/10,Fish M.,Tomic B.,73,246,6.0,3.0,7.0,6.0,6.0,2.0,,,,,3.0,0.0,1.14,5.0
London,Wimbledon,21/06/10,Monfils G.,Mayer L.,20,52,6.0,1.0,7.0,6.0,6.0,2.0,,,,,3.0,0.0,1.44,2.62
London,Wimbledon,21/06/10,Melzer J.,Brown D.,16,102,6.0,3.0,4.0,6.0,6.0,2.0,6.0,3.0,,,3.0,1.0,1.12,5.5
London,Wimbledon,21/06/10,Evans B.,Huta Galung J.,318,285,6.0,3.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,1.8,1.9
London,Wimbledon,21/06/10,Schuettler R.,Tursunov D.,85,371,6.0,2.0,6.0,2.0,6.0,3.0,,,,,3.0,0.0,1.36,3.0
London,Wimbledon,21/06/10,Ilhan M.,Daniel M.,118,108,6.0,7.0,4.0,6.0,6.0,2.0,6.0,3.0,6.0,1.0,3.0,2.0,1.16,4.5
London,Wimbledon,21/06/10,Mayer F.,Cilic M.,59,12,6.0,2.0,6.0,4.0,7.0,6.0,,,,,3.0,0.0,7.0,1.08
London,Wimbledon,21/06/10,Montanes A.,Lorenzi P.,31,96,6.0,3.0,7.0,6.0,6.0,2.0,,,,,3.0,0.0,1.4,2.75
London,Wimbledon,21/06/10,Troicki V.,Kunitsyn I.,42,104,6.0,3.0,6.0,4.0,6.0,1.0,,,,,3.0,0.0,1.2,4.33
London,Wimbledon,21/06/10,Beck K.,Ventura S.,88,131,6.0,3.0,6.0,1.0,4.0,6.0,6.0,2.0,,,3.0,1.0,1.16,4.5
London,Wimbledon,21/06/10,Istomin D.,Wawrinka S.,70,23,6.0,7.0,6.0,1.0,2.0,6.0,7.0,6.0,6.0,3.0,3.0,2.0,2.62,1.44
London,Wimbledon,21/06/10,Llodra M.,Witten J.,37,186,6.0,4.0,6.0,4.0,6.0,7.0,6.0,3.0,,,3.0,1.0,1.11,6.0
London,Wimbledon,21/06/10,Korolev E.,Schwank E.,77,50,6.0,1.0,7.0,6.0,4.0,6.0,6.0,2.0,,,3.0,1.0,1.36,3.0
London,Wimbledon,21/06/10,Becker B.,Sweeting R.,71,119,5.0,7.0,6.0,2.0,6.0,2.0,6.0,4.0,,,3.0,1.0,1.16,4.5
London,Wimbledon,21/06/10,Dent T.,Chela J.I.,97,51,6.0,3.0,6.0,7.0,7.0,6.0,7.0,5.0,,,3.0,1.0,1.3,3.4
London,Wimbledon,21/06/10,Berdych T.,Golubev A.,13,81,7.0,6.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,1.05,9.0
London,Wimbledon,21/06/10,Luczak P.,Robredo T.,83,36,2.0,6.0,7.0,6.0,6.0,2.0,7.0,5.0,,,3.0,1.0,2.1,1.66
London,Wimbledon,21/06/10,Clement A.,Tipsarevic J.,86,45,6.0,3.0,3.0,6.0,6.0,4.0,7.0,5.0,,,3.0,1.0,3.25,1.33
London,Wimbledon,21/06/10,Gabashvili T.,Delgado R.,84,143,2.0,6.0,6.0,4.0,6.0,4.0,6.0,2.0,,,3.0,1.0,1.53,2.37
London,Wimbledon,21/06/10,Roddick A.,Ram R.,7,93,6.0,3.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,1.01,15.0
London,Wimbledon,21/06/10,Djokovic N.,Rochus O.,3,68,4.0,6.0,6.0,2.0,3.0,6.0,6.0,4.0,6.0,2.0,3.0,2.0,1.11,6.0
London,Wimbledon,21/06/10,Hewitt L.,Gonzalez M.,26,159,5.0,7.0,6.0,0.0,6.0,2.0,6.0,2.0,,,3.0,1.0,1.01,15.0
London,Wimbledon,21/06/10,Kohlschreiber P.,Starace P.,35,58,6.0,3.0,3.0,6.0,6.0,3.0,6.0,0.0,,,3.0,1.0,1.06,8.0
London,Wimbledon,22/06/10,Querrey S.,Stakhovsky S.,21,47,7.0,6.0,6.0,3.0,2.0,1.0,,,,,2.0,0.0,1.36,3.0
London,Wimbledon,22/06/10,Kamke T.,Garcia-Lopez G.,126,39,5.0,7.0,2.0,6.0,7.0,5.0,6.0,4.0,6.0,4.0,3.0,2.0,3.0,1.36
London,Wimbledon,22/06/10,Mathieu P.H.,Gicquel M.,66,128,6.0,1.0,7.0,5.0,3.0,6.0,6.0,1.0,,,3.0,1.0,2.37,1.53
London,Wimbledon,22/06/10,Marchenko I.,Berrer M.,74,46,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,1.57,2.25
London,Wimbledon,22/06/10,Dodig I.,Hernandez O.,193,125,6.0,1.0,6.0,3.0,6.0,3.0,,,,,3.0,0.0,1.12,5.5
London,Wimbledon,22/06/10,Youzhny M.,Sela D.,14,65,6.0,3.0,6.0,4.0,4.0,6.0,7.0,6.0,,,3.0,1.0,1.36,3.0
London,Wimbledon,22/06/10,Simon G.,Alcaide G.,32,238,6.0,3.0,6.0,4.0,7.0,6.0,,,,,3.0,0.0,1.16,4.5
London,Wimbledon,22/06/10,Fischer M.,Soeda G.,164,124,6.0,4.0,6.0,3.0,6.0,1.0,,,,,3.0,0.0,1.5,2.5
London,Wimbledon,22/06/10,Tsonga J.W.,Kendrick R.,10,161,7.0,6.0,7.0,6.0,3.0,6.0,6.0,4.0,,,3.0,1.0,1.1,6.5
London,Wimbledon,22/06/10,Seppi A.,Almagro N.,69,18,7.0,6.0,7.0,6.0,6.0,2.0,,,,,3.0,0.0,2.37,1.53
London,Wimbledon,22/06/10,Haase R.,Blake J.,151,109,6.0,2.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,2.37,1.53
London,Wimbledon,22/06/10,Serra F.,Greul S.,64,62,7.0,6.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,1.83,1.83
London,Wimbledon,22/06/10,Benneteau J.,Vliegen K.,40,174,2.0,6.0,6.0,7.0,6.0,1.0,6.0,2.0,7.0,5.0,3.0,2.0,1.16,4.5
London,Wimbledon,22/06/10,Dolgopolov O.,Chiudinelli M.,43,61,6.0,4.0,6.0,3.0,6.0,3.0,,,,,3.0,0.0,1.57,2.25
London,Wimbledon,22/06/10,Bellucci T.,Mello R.,24,92,6.0,4.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,1.36,3.0
London,Wimbledon,22/06/10,Ferrer D.,Kiefer N.,11,178,6.0,4.0,6.0,2.0,6.0,3.0,,,,,3.0,0.0,1.44,2.62
London,Wimbledon,22/06/10,Nadal R.,Nishikori K.,1,189,6.0,2.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,1.01,15.0
London,Wimbledon,22/06/10,Beck A.,Baker J.,79,253,7.0,6.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,1.14,5.0
London,Wimbledon,22/06/10,Lacko L.,Baghdatis M.,75,27,6.0,3.0,2.0,6.0,6.0,3.0,6.0,1.0,,,3.0,1.0,3.75,1.25
London,Wimbledon,22/06/10,Nieminen J.,Koubek S.,67,121,6.0,4.0,7.0,6.0,5.0,7.0,6.0,2.0,,,3.0,1.0,1.36,3.0
London,Wimbledon,22/06/10,Chardy J.,Gimeno-Traver D.,55,72,6.0,3.0,6.0,3.0,6.0,1.0,,,,,3.0,0.0,1.25,3.75
London,Wimbledon,22/06/10,Petzschner P.,Robert S.,41,76,6.0,4.0,7.0,6.0,4.0,6.0,2.0,6.0,6.0,4.0,3.0,2.0,1.2,4.33
London,Wimbledon,22/06/10,Murray A.,Hajek J.,4,90,7.0,5.0,6.0,1.0,6.0,2.0,,,,,3.0,0.0,1.01,15.0
London,Wimbledon,22/06/10,Kubot L.,Kavcic B.,53,120,4.0,6.0,6.0,2.0,6.0,2.0,6.0,3.0,,,3.0,1.0,1.4,2.75
London,Wimbledon,22/06/10,Soderling R.,Ginepri R.,6,72,6.0,2.0,6.0,2.0,6.0,3.0,,,,,3.0,0.0,1.11,6.0
London,Wimbledon,22/06/10,Fognini F.,Verdasco F.,80,9,7.0,6.0,6.0,2.0,6.0,7.0,6.0,4.0,,,3.0,1.0,10.0,1.04
London,Wimbledon,22/06/10,Russell M.,Riba-Madrid P.,101,78,6.0,3.0,7.0,6.0,2.0,6.0,7.0,6.0,,,3.0,1.0,1.4,2.75
London,Wimbledon,22/06/10,Malisse X.,Ferrero J.C.,63,17,6.0,2.0,6.0,7.0,7.0,6.0,4.0,6.0,6.0,1.0,3.0,2.0,2.0,1.72
London,Wimbledon,22/06/10,Reister J.,De Voest R.,129,257,6.0,4.0,7.0,5.0,3.0,6.0,6.0,2.0,,,3.0,1.0,2.0,1.72
London,Wimbledon,22/06/10,Granollers M.,Gil F.,87,89,6.0,3.0,6.0,0.0,6.0,4.0,,,,,3.0,0.0,1.33,3.25
London,Wimbledon,23/06/10,De Bakker T.,Giraldo S.,49,54,6.0,7.0,6.0,4.0,6.0,3.0,5.0,7.0,16.0,14.0,3.0,2.0,2.0,1.72
London,Wimbledon,24/06/10,Isner J.,Mahut N.,19,148,6.0,4.0,3.0,6.0,6.0,7.0,7.0,6.0,70.0,68.0,3.0,2.0,1.66,2.1
London,Wimbledon,23/06/10,Melzer J.,Troicki V.,16,42,6.0,7.0,4.0,6.0,6.0,3.0,7.0,6.0,6.0,3.0,3.0,2.0,1.4,2.75
London,Wimbledon,23/06/10,Lu Y.H.,Przysiezny M.,82,94,6.0,4.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,1.53,2.37
London,Wimbledon,23/06/10,Mayer F.,Fish M.,59,73,6.0,7.0,6.0,3.0,6.0,4.0,6.0,4.0,,,3.0,1.0,3.4,1.3
London,Wimbledon,23/06/10,Roddick A.,Llodra M.,7,37,4.0,6.0,6.0,4.0,6.0,1.0,7.0,6.0,,,3.0,1.0,1.2,4.33
London,Wimbledon,23/06/10,Monfils G.,Beck K.,20,88,6.0,4.0,6.0,4.0,6.0,7.0,6.0,4.0,,,3.0,1.0,1.22,4.0
London,Wimbledon,23/06/10,Lopez F.,Berankis R.,30,156,7.0,5.0,4.0,6.0,6.0,3.0,6.0,4.0,,,3.0,1.0,1.53,2.37
London,Wimbledon,23/06/10,Kohlschreiber P.,Gabashvili T.,35,84,7.0,6.0,5.0,7.0,2.0,6.0,7.0,6.0,9.0,7.0,3.0,2.0,1.16,4.5
London,Wimbledon,23/06/10,Hewitt L.,Korolev E.,26,77,6.0,4.0,6.0,4.0,3.0,0.0,,,,,2.0,0.0,1.06,8.0
London,Wimbledon,23/06/10,Federer R.,Bozoljac I.,2,152,6.0,3.0,6.0,7.0,6.0,4.0,7.0,6.0,,,3.0,1.0,1.05,21.0
London,Wimbledon,23/06/10,Clement A.,Luczak P.,86,83,6.0,7.0,6.0,3.0,6.0,3.0,6.0,4.0,,,3.0,1.0,1.5,2.5
London,Wimbledon,23/06/10,Hanescu V.,Ilhan M.,38,118,6.0,4.0,6.0,4.0,3.0,6.0,6.0,3.0,,,3.0,1.0,1.53,2.37
London,Wimbledon,23/06/10,Berdych T.,Becker B.,13,71,7.0,5.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,1.22,4.0
London,Wimbledon,23/06/10,Montanes A.,Evans B.,31,318,3.0,6.0,6.0,3.0,6.0,7.0,6.0,1.0,6.0,4.0,3.0,2.0,1.61,2.2
London,Wimbledon,23/06/10,Djokovic N.,Dent T.,3,97,7.0,6.0,6.0,1.0,6.0,4.0,,,,,3.0,0.0,1.14,5.0
London,Wimbledon,23/06/10,Istomin D.,Schuettler R.,70,85,6.0,3.0,7.0,6.0,4.0,6.0,4.0,6.0,6.0,1.0,3.0,2.0,1.53,2.37
London,Wimbledon,23/06/10,Brands D.,Davydenko N.,98,5,1.0,6.0,7.0,6.0,7.0,6.0,6.0,1.0,,,3.0,1.0,2.62,1.44
London,Wimbledon,24/06/10,Simon G.,Marchenko I.,32,74,,,,,,,,,,,,,1.44,2.62
London,Wimbledon,24/06/10,Tsonga J.W.,Dolgopolov O.,10,43,6.0,4.0,6.0,4.0,6.0,7.0,5.0,7.0,10.0,8.0,3.0,2.0,1.25,3.75
London,Wimbledon,24/06/10,Kamke T.,Seppi A.,126,69,3.0,6.0,6.0,2.0,6.0,3.0,6.0,4.0,,,3.0,1.0,2.37,1.53
London,Wimbledon,24/06/10,Bellucci T.,Fischer M.,24,164,6.0,7.0,7.0,6.0,7.0,6.0,6.0,2.0,,,3.0,1.0,1.57,2.25
London,Wimbledon,24/06/10,Benneteau J.,Beck A.,40,79,3.0,6.0,6.0,2.0,4.0,6.0,7.0,6.0,6.0,3.0,3.0,2.0,1.66,2.1
London,Wimbledon,24/06/10,Chardy J.,Lacko L.,55,75,6.0,3.0,7.0,6.0,4.0,6.0,6.0,7.0,8.0,6.0,3.0,2.0,1.83,1.83
London,Wimbledon,24/06/10,Murray A.,Nieminen J.,4,67,6.0,3.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,1.04,10.0
London,Wimbledon,24/06/10,Fognini F.,Russell M.,80,101,3.0,6.0,5.0,7.0,7.0,5.0,7.0,6.0,6.0,3.0,3.0,2.0,1.8,1.9
London,Wimbledon,24/06/10,Malisse X.,Reister J.,63,129,6.0,7.0,6.0,4.0,6.0,1.0,6.0,4.0,,,3.0,1.0,1.25,3.75
London,Wimbledon,24/06/10,Soderling R.,Granollers M.,6,87,7.0,5.0,6.0,1.0,6.0,4.0,,,,,3.0,0.0,1.07,7.5
London,Wimbledon,24/06/10,Ferrer D.,Serra F.,11,64,6.0,4.0,7.0,5.0,6.0,7.0,6.0,3.0,,,3.0,1.0,1.22,4.0
London,Wimbledon,24/06/10,Querrey S.,Dodig I.,21,193,6.0,2.0,5.0,7.0,6.0,3.0,7.0,6.0,,,3.0,1.0,1.1,6.5
London,Wimbledon,24/06/10,Nadal R.,Haase R.,1,151,5.0,7.0,6.0,2.0,3.0,6.0,6.0,0.0,6.0,3.0,3.0,2.0,1.01,13.0
London,Wimbledon,24/06/10,Petzschner P.,Kubot L.,41,53,6.0,4.0,3.0,6.0,4.0,6.0,6.0,3.0,6.0,2.0,3.0,2.0,1.25,3.75
London,Wimbledon,25/06/10,Mathieu P.H.,Youzhny M.,66,14,6.0,4.0,2.0,6.0,2.0,6.0,6.0,3.0,6.0,4.0,3.0,2.0,4.33,1.2
London,Wimbledon,25/06/10,De Bakker T.,Isner J.,49,19,6.0,0.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,1.8,1.9
London,Wimbledon,25/06/10,Djokovic N.,Montanes A.,3,31,6.0,1.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,1.03,11.0
London,Wimbledon,25/06/10,Hewitt L.,Monfils G.,26,20,6.0,3.0,7.0,6.0,6.0,4.0,,,,,3.0,0.0,1.36,3.0
London,Wimbledon,25/06/10,Melzer J.,Lopez F.,16,30,4.0,6.0,6.0,3.0,6.0,2.0,6.0,4.0,,,3.0,1.0,1.66,2.1
London,Wimbledon,25/06/10,Berdych T.,Istomin D.,13,70,6.0,7.0,7.0,6.0,6.0,7.0,6.0,3.0,6.0,4.0,3.0,2.0,1.14,5.0
London,Wimbledon,25/06/10,Lu Y.H.,Mayer F.,82,59,6.0,4.0,6.0,4.0,2.0,1.0,,,,,2.0,0.0,3.75,1.25
London,Wimbledon,25/06/10,Federer R.,Clement A.,2,86,6.0,2.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,1.02,12.0
London,Wimbledon,25/06/10,Roddick A.,Kohlschreiber P.,7,35,7.0,5.0,6.0,7.0,6.0,3.0,6.0,3.0,,,3.0,1.0,1.14,5.0
London,Wimbledon,25/06/10,Brands D.,Hanescu V.,98,38,6.0,7.0,6.0,7.0,7.0,6.0,6.0,3.0,3.0,0.0,2.0,2.0,1.83,1.83
London,Wimbledon,26/06/10,Ferrer D.,Chardy J.,11,55,7.0,5.0,6.0,3.0,4.0,6.0,3.0,6.0,7.0,5.0,3.0,2.0,1.25,3.75
London,Wimbledon,26/06/10,Soderling R.,Bellucci T.,6,24,6.0,4.0,6.0,2.0,7.0,5.0,,,,,3.0,0.0,1.05,9.0
London,Wimbledon,26/06/10,Mathieu P.H.,De Bakker T.,66,49,7.0,6.0,7.0,6.0,6.0,7.0,6.0,4.0,,,3.0,1.0,2.1,1.66
London,Wimbledon,26/06/10,Nadal R.,Petzschner P.,1,41,6.0,4.0,4.0,6.0,6.0,7.0,6.0,2.0,6.0,3.0,3.0,2.0,1.03,11.0
London,Wimbledon,26/06/10,Benneteau J.,Fognini F.,40,80,6.0,4.0,6.0,1.0,4.0,6.0,6.0,3.0,,,3.0,1.0,1.3,3.4
London,Wimbledon,26/06/10,Tsonga J.W.,Kamke T.,10,126,6.0,1.0,6.0,4.0,7.0,6.0,,,,,3.0,0.0,1.16,4.5
London,Wimbledon,26/06/10,Querrey S.,Malisse X.,21,63,6.0,7.0,6.0,4.0,6.0,2.0,5.0,7.0,9.0,7.0,3.0,2.0,1.33,3.25
London,Wimbledon,26/06/10,Murray A.,Simon G.,4,32,6.0,1.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,1.05,9.0
London,Wimbledon,28/06/10,Federer R.,Melzer J.,2,16,6.0,3.0,6.0,2.0,6.0,3.0,,,,,3.0,0.0,1.06,8.0
London,Wimbledon,28/06/10,Tsonga J.W.,Benneteau J.,10,40,6.0,1.0,6.0,4.0,3.0,6.0,6.0,1.0,,,3.0,1.0,1.25,3.75
London,Wimbledon,28/06/10,Berdych T.,Brands D.,13,98,4.0,6.0,7.0,6.0,7.0,5.0,6.0,3.0,,,3.0,1.0,1.08,7.0
