Location,Tournament,Date,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,B365W,B365L
London,Wimbledon,21/06/11,Ljubicic I.,Cilic M.,33,26,7.0,6.0,3.0,6.0,6.0,3.0,6.0,4.0,,,3.0,1.0,2.25,1.57
London,Wimbledon,21/06/11,Mayer F.,Evans D.,18,301,7.0,6.0,7.0,6.0,3.0,6.0,6.0,4.0,,,3.0,1.0,1.03,11.0
London,Wimbledon,21/06/11,Troicki V.,Gonzalez M.,12,86,3.0,6.0,6.0,0.0,7.0,6.0,6.0,3.0,,,3.0,1.0,1.02,12.0
London,Wimbledon,21/06/11,Federer R.,Kukushkin M.,3,61,7.0,6.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,,34.0
London,Wimbledon,21/06/11,Baghdatis M.,Blake J.,30,102,6.0,4.0,6.0,2.0,6.0,7.0,4.0,6.0,6.0,4.0,3.0,2.0,1.16,4.5
London,Wimbledon,21/06/11,Malisse X.,Zverev M.,42,103,6.0,2.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,1.1,6.5
London,Wimbledon,21/06/11,Seppi A.,Montanes A.,38,34,6.0,4.0,6.0,4.0,7.0,5.0,,,,,3.0,0.0,1.33,3.25
London,Wimbledon,21/06/11,De Voest R.,Ramirez-Hidalgo R.,147,121,6.0,2.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,1.11,6.0
London,Wimbledon,21/06/11,Rochus O.,De Schepper K.,73,234,6.0,7.0,3.0,6.0,6.0,3.0,6.0,1.0,6.0,4.0,3.0,2.0,1.33,3.25
London,Wimbledon,21/06/11,Mello R.,Dancevic F.,89,164,3.0,6.0,3.0,6.0,6.0,4.0,7.0,6.0,6.0,2.0,3.0,2.0,5.0,1.14
London,Wimbledon,21/06/11,Ferrer D.,Paire B.,6,115,6.0,4.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,1.02,12.0
London,Wimbledon,21/06/11,Nalbandian D.,Reister J.,23,135,7.0,5.0,6.0,2.0,6.0,3.0,,,,,3.0,0.0,1.07,7.5
London,Wimbledon,21/06/11,Andreev I.,Gabashvili T.,79,129,6.0,4.0,7.0,6.0,6.0,7.0,4.0,6.0,6.0,3.0,3.0,2.0,1.44,2.62
London,Wimbledon,21/06/11,Gonzalez F.,Dolgopolov O.,478,24,6.0,3.0,6.0,7.0,7.0,6.0,6.0,4.0,,,3.0,1.0,3.75,1.25
London,Wimbledon,21/06/11,Hewitt L.,Nishikori K.,130,52,6.0,1.0,7.0,6.0,6.0,7.0,6.0,3.0,,,3.0,1.0,1.53,2.37
London,Wimbledon,21/06/11,Soderling R.,Petzschner P.,5,67,6.0,4.0,6.0,4.0,2.0,6.0,7.0,6.0,,,3.0,1.0,1.22,4.0
London,Wimbledon,21/06/11,Djokovic N.,Chardy J.,2,54,6.0,4.0,6.0,1.0,6.0,1.0,,,,,3.0,0.0,1.01,15.0
London,Wimbledon,21/06/11,Llodra M.,Ward J.,35,192,6.0,3.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,1.33,3.25
London,Wimbledon,21/06/11,Almagro N.,Nieminen J.,15,51,6.0,7.0,6.0,3.0,6.0,4.0,6.0,4.0,,,3.0,1.0,1.57,2.25
London,Wimbledon,21/06/11,Melzer J.,Falla A.,11,88,3.0,6.0,7.0,6.0,6.0,2.0,6.0,2.0,,,3.0,1.0,1.36,3.0
London,Wimbledon,21/06/11,Harrison R.,Dodig I.,122,37,7.0,6.0,6.0,0.0,7.0,5.0,,,,,3.0,0.0,2.87,1.38
London,Wimbledon,21/06/11,Isner J.,Mahut N.,47,94,7.0,6.0,6.0,2.0,7.0,6.0,,,,,3.0,0.0,1.44,2.62
London,Wimbledon,21/06/11,Tsonga J.W.,Soeda G.,19,131,6.0,3.0,7.0,6.0,6.0,2.0,,,,,3.0,0.0,1.01,15.0
London,Wimbledon,21/06/11,Haider-Maurer A.,Serra F.,78,126,7.0,6.0,6.0,3.0,6.0,3.0,,,,,3.0,0.0,1.66,2.1
London,Wimbledon,21/06/11,Devvarman S.,Gremelmayr D.,68,101,6.0,4.0,4.0,2.0,,,,,,,1.0,0.0,1.4,2.75
London,Wimbledon,22/06/11,Anderson K.,Marchenko I.,36,114,6.0,7.0,7.0,6.0,6.0,4.0,4.0,6.0,6.0,1.0,3.0,2.0,1.12,5.5
London,Wimbledon,22/06/11,Dimitrov G.,Stebe C.M.,62,208,7.0,5.0,7.0,5.0,7.0,6.0,,,,,3.0,0.0,1.36,3.0
London,Wimbledon,22/06/11,Tursunov D.,Gulbis E.,53,75,6.0,3.0,3.0,6.0,7.0,6.0,7.0,6.0,,,3.0,1.0,1.33,3.25
London,Wimbledon,22/06/11,Berdych T.,Benneteau J.,7,77,6.0,1.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,1.1,6.5
London,Wimbledon,22/06/11,Fish M.,Istomin D.,9,65,7.0,6.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,1.25,3.75
London,Wimbledon,22/06/11,Gasquet R.,Kunitsyn I.,13,66,6.0,1.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,1.08,7.0
London,Wimbledon,22/06/11,Bolelli S.,Wawrinka S.,116,14,7.0,6.0,6.0,3.0,7.0,6.0,,,,,3.0,0.0,6.0,1.11
London,Wimbledon,22/06/11,Nadal R.,Sweeting R.,1,69,6.0,3.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,1.002,34.0
London,Wimbledon,22/06/11,Bogomolov A.,Chela J.I.,72,20,6.0,0.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,2.0,1.72
London,Wimbledon,22/06/11,Kubot L.,Karlovic I.,93,144,7.0,6.0,6.0,3.0,6.0,3.0,,,,,3.0,0.0,3.25,1.33
London,Wimbledon,22/06/11,Lopez F.,Schuettler R.,44,113,7.0,6.0,6.0,7.0,6.0,2.0,6.0,2.0,,,3.0,1.0,1.28,3.5
London,Wimbledon,22/06/11,Murray A.,Kamke T.,4,83,6.0,3.0,6.0,3.0,7.0,5.0,,,,,3.0,0.0,1.01,15.0
London,Wimbledon,22/06/11,Haase R.,Verdasco F.,58,22,6.0,3.0,6.0,4.0,4.0,6.0,6.0,2.0,,,3.0,1.0,2.62,1.44
London,Wimbledon,22/06/11,Monfils G.,Zemlja G.,8,157,4.0,6.0,6.0,3.0,6.0,3.0,7.0,6.0,,,3.0,1.0,1.04,10.0
London,Wimbledon,22/06/11,Muller G.,Raonic M.,92,25,2.0,3.0,,,,,,,,,0.0,0.0,3.5,1.28
London,Wimbledon,22/06/11,Simon G.,Sela D.,16,84,7.0,6.0,6.0,4.0,7.0,5.0,,,,,3.0,0.0,1.5,2.5
London,Wimbledon,22/06/11,Ljubicic I.,Stakhovsky S.,33,46,6.0,4.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,1.5,2.5
London,Wimbledon,22/06/11,Roddick A.,Hanescu V.,10,63,6.0,4.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,1.05,9.0
London,Wimbledon,23/06/11,Beck K.,Garcia-Lopez G.,156,41,7.0,6.0,6.0,4.0,3.0,6.0,6.0,4.0,,,3.0,1.0,2.62,1.44
London,Wimbledon,23/06/11,Soderling R.,Hewitt L.,5,130,6.0,7.0,3.0,6.0,7.0,5.0,6.0,4.0,6.0,4.0,3.0,2.0,1.28,3.5
London,Wimbledon,23/06/11,Djokovic N.,Anderson K.,2,36,6.0,3.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,1.01,15.0
London,Wimbledon,23/06/11,Nalbandian D.,Haider-Maurer A.,23,78,6.0,3.0,3.0,6.0,6.0,4.0,6.0,4.0,,,3.0,1.0,1.1,6.5
London,Wimbledon,23/06/11,Lu Y.H.,Troicki V.,57,12,7.0,6.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,4.0,1.22
London,Wimbledon,23/06/11,Llodra M.,Mello R.,35,89,6.0,2.0,4.0,6.0,6.0,2.0,6.0,3.0,,,3.0,1.0,1.07,7.5
London,Wimbledon,23/06/11,Malisse X.,Mayer F.,42,18,1.0,6.0,6.0,3.0,6.0,2.0,6.0,2.0,,,3.0,1.0,1.57,2.25
London,Wimbledon,23/06/11,Baghdatis M.,Seppi A.,30,38,6.0,4.0,7.0,6.0,7.0,5.0,,,,,3.0,0.0,1.8,1.9
London,Wimbledon,23/06/11,Gonzalez F.,De Voest R.,478,147,6.0,4.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,1.36,3.0
London,Wimbledon,23/06/11,Del Potro J.M.,Rochus O.,21,73,6.0,7.0,6.0,1.0,6.0,0.0,6.0,4.0,,,3.0,1.0,1.06,8.0
London,Wimbledon,23/06/11,Tsonga J.W.,Dimitrov G.,19,62,6.0,7.0,6.0,4.0,6.0,4.0,7.0,6.0,,,3.0,1.0,1.11,6.0
London,Wimbledon,23/06/11,Almagro N.,Isner J.,15,47,7.0,6.0,7.0,6.0,6.0,7.0,6.0,3.0,,,3.0,1.0,2.75,1.4
London,Wimbledon,23/06/11,Youzhny M.,Devvarman S.,17,68,6.0,2.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,1.28,3.5
London,Wimbledon,23/06/11,Federer R.,Mannarino A.,3,55,6.0,2.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,,21.0
London,Wimbledon,24/06/11,Ferrer D.,Harrison R.,6,122,6.0,7.0,6.0,1.0,4.0,6.0,6.0,3.0,6.0,2.0,3.0,2.0,1.1,6.5
London,Wimbledon,24/06/11,Melzer J.,Tursunov D.,11,53,6.0,3.0,2.0,6.0,7.0,6.0,7.0,6.0,,,3.0,1.0,2.0,1.72
London,Wimbledon,24/06/11,Tomic B.,Andreev I.,158,79,4.0,6.0,5.0,7.0,6.0,3.0,6.0,4.0,6.0,1.0,3.0,2.0,1.4,2.75
London,Wimbledon,24/06/11,Lopez F.,Roddick A.,44,10,7.0,6.0,7.0,6.0,6.0,4.0,,,,,3.0,0.0,4.0,1.22
London,Wimbledon,24/06/11,Gasquet R.,Bolelli S.,13,116,6.0,3.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,1.1,6.5
London,Wimbledon,24/06/11,Murray A.,Ljubicic I.,4,33,6.0,4.0,4.0,6.0,6.0,1.0,7.0,6.0,,,3.0,1.0,1.06,8.0
London,Wimbledon,25/06/11,Fish M.,Haase R.,9,58,6.0,3.0,6.0,7.0,6.0,2.0,1.0,1.0,,,2.0,1.0,1.28,3.5
London,Wimbledon,25/06/11,Nadal R.,Muller G.,1,92,7.0,6.0,7.0,6.0,6.0,0.0,,,,,3.0,0.0,1.01,15.0
London,Wimbledon,25/06/11,Del Potro J.M.,Simon G.,21,16,7.0,6.0,7.0,6.0,7.0,5.0,,,,,3.0,0.0,1.16,4.5
London,Wimbledon,25/06/11,Berdych T.,Bogomolov A.,7,72,6.0,2.0,6.0,4.0,6.0,3.0,,,,,3.0,0.0,1.03,11.0
London,Wimbledon,25/06/11,Kubot L.,Monfils G.,93,8,6.0,3.0,3.0,6.0,6.0,3.0,6.0,3.0,,,3.0,1.0,4.0,1.22
London,Wimbledon,25/06/11,Federer R.,Nalbandian D.,3,23,6.0,4.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,1.02,12.0
London,Wimbledon,25/06/11,Ferrer D.,Beck K.,6,156,6.0,4.0,6.0,3.0,6.0,3.0,,,,,3.0,0.0,1.08,7.0
London,Wimbledon,25/06/11,Tsonga J.W.,Gonzalez F.,19,478,6.0,3.0,6.0,4.0,6.0,3.0,,,,,3.0,0.0,1.22,4.0
London,Wimbledon,25/06/11,Youzhny M.,Almagro N.,17,15,4.0,6.0,6.0,3.0,7.0,6.0,6.0,3.0,,,3.0,1.0,1.72,2.0
London,Wimbledon,25/06/11,Llodra M.,Lu Y.H.,35,57,6.0,3.0,6.0,3.0,6.0,1.0,,,,,3.0,0.0,1.36,3.0
London,Wimbledon,25/06/11,Tomic B.,Soderling R.,158,5,6.0,1.0,6.0,4.0,7.0,5.0,,,,,3.0,0.0,6.5,1.1
London,Wimbledon,25/06/11,Djokovic N.,Baghdatis M.,2,30,6.0,4.0,4.0,6.0,6.0,3.0,6.0,4.0,,,3.0,1.0,1.02,12.0
London,Wimbledon,25/06/11,Malisse X.,Melzer J.,42,11,7.0,6.0,6.0,3.0,6.0,0.0,,,,,3.0,0.0,1.66,2.1
London,Wimbledon,27/06/11,Tomic B.,Malisse X.,158,42,6.0,1.0,7.0,5.0,6.0,4.0,,,,,3.0,0.0,2.5,1.5
London,Wimbledon,27/06/11,Murray A.,Gasquet R.,4,13,7.0,6.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,1.25,3.75
London,Wimbledon,27/06/11,Lopez F.,Kubot L.,44,93,3.0,6.0,6.0,7.0,7.0,6.0,7.0,5.0,7.0,5.0,3.0,2.0,1.25,4.0
London,Wimbledon,27/06/11,Djokovic N.,Llodra M.,2,35,6.0,3.0,6.0,3.0,6.0,3.0,,,,,3.0,0.0,1.06,9.0
London,Wimbledon,27/06/11,Fish M.,Berdych T.,9,7,7.0,6.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,2.87,1.4
London,Wimbledon,27/06/11,Nadal R.,Del Potro J.M.,1,21,7.0,6.0,3.0,6.0,7.0,6.0,6.0,4.0,,,3.0,1.0,1.2,4.5
London,Wimbledon,27/06/11,Federer R.,Youzhny M.,3,17,6.0,7.0,6.0,3.0,6.0,3.0,6.0,3.0,,,3.0,1.0,1.01,15.0
London,Wimbledon,27/06/11,Tsonga J.W.,Ferrer D.,19,6,6.0,3.0,6.0,4.0,7.0,6.0,,,,,3.0,0.0,1.44,2.75
London,Wimbledon,29/06/11,Djokovic N.,Tomic B.,2,158,6.0,2.0,3.0,6.0,6.0,3.0,7.0,5.0,,,3.0,1.0,1.07,8.0
London,Wimbledon,29/06/11,Tsonga J.W.,Federer R.,19,3,3.0,6.0,6.0,7.0,6.0,4.0,6.0,4.0,6.0,4.0,3.0,2.0,5.5,1.14
London,Wimbledon,29/06/11,Nadal R.,Fish M.,1,9,6.0,3.0,6.0,3.0,5.0,7.0,6.0,4.0,,,3.0,1.0,1.14,5.5
London,Wimbledon,29/06/11,Murray A.,Lopez F.,4,44,6.0,3.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,1.06,8.5
London,Wimbledon,01/07/11,Djokovic N.,Tsonga J.W.,2,19,7.0,6.0,6.0,2.0,6.0,7.0,6.0,3.0,,,3.0,1.0,1.44,2.75
London,Wimbledon,01/07/11,Nadal R.,Murray A.,1,4,5.0,7.0,6.0,2.0,6.0,2.0,6.0,4.0,,,3.0,1.0,1.5,2.62
London,Wimbledon,02/07/11,Djokovic N.,Nadal R.,2,1,6.0,4.0,6.0,1.0,1.0,6.0,6.0,3.0,,,3.0,1.0,2.3,1.66
London,Wimbledon,24/06/13,Melzer J.,Fognini F.,37,30,6.0,7.0,7.0,5.0,6.0,3.0,6.0,2.0,,,3.0,1.0,2.75,1.4
London,Wimbledon,24/06/13,Reister J.,Rosol L.,121,35,6.0,3.0,4.0,6.0,7.0,6.0,6.0,7.0,6.0,4.0,3.0,2.0,2.75,1.4
London,Wimbledon,24/06/13,Robert S.,Falla A.,165,77,6.0,3.0,7.0,6.0,7.0,5.0,,,,,3.0,0.0,2.0,1.72
London,Wimbledon,24/06/13,Paire B.,Ungur A.,27,94,6.0,4.0,4.0,6.0,6.0,3.0,6.0,1.0,,,3.0,1.0,1.06,10.0
London,Wimbledon,24/06/13,Stakhovsky S.,Dutra Silva R.,116,100,6.0,4.0,6.0,0.0,6.0,4.0,,,,,3.0,0.0,1.08,8.0
London,Wimbledon,24/06/13,Kubot L.,Andreev I.,130,416,6.0,1.0,7.0,5.0,6.0,2.0,,,,,3.0,0.0,1.14,5.5
London,Wimbledon,24/06/13,Rufin G.,Matosevic M.,85,72,6.0,1.0,4.0,6.0,6.0,4.0,6.0,3.0,,,3.0,1.0,2.1,1.66
London,Wimbledon,24/06/13,Cilic M.,Baghdatis M.,12,40,6.0,3.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,1.18,4.5
London,Wimbledon,24/06/13,Janowicz J.,Edmund K.,22,385,6.0,2.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,1.18,4.5
London,Wimbledon,24/06/13,Federer R.,Hanescu V.,3,48,6.0,3.0,6.0,2.0,6.0,0.0,,,,,3.0,0.0,1.002,29.0
London,Wimbledon,24/06/13,Youzhny M.,Haase R.,26,58,6.0,4.0,7.0,5.0,7.0,5.0,,,,,3.0,0.0,1.11,6.5
London,Wimbledon,24/06/13,Isner J.,Donskoy E.,21,66,6.0,1.0,7.0,6.0,7.0,6.0,,,,,3.0,0.0,1.28,3.5
London,Wimbledon,24/06/13,Pospisil V.,Gicquel M.,103,131,6.0,3.0,6.0,2.0,7.0,6.0,,,,,3.0,0.0,1.61,2.2
London,Wimbledon,24/06/13,Kuznetsov An.,Montanes A.,78,51,6.0,3.0,6.0,4.0,3.0,6.0,6.0,3.0,,,3.0,1.0,1.4,2.75
London,Wimbledon,24/06/13,Troicki V.,Tipsarevic J.,44,14,6.0,3.0,6.0,4.0,7.0,6.0,,,,,3.0,0.0,3.0,1.36
London,Wimbledon,24/06/13,Gulbis E.,Roger-Vasselin E.,39,71,7.0,6.0,6.0,4.0,7.0,5.0,,,,,3.0,0.0,1.22,4.0
London,Wimbledon,24/06/13,Tsonga J.W.,Goffin D.,7,83,7.0,6.0,6.0,4.0,6.0,3.0,,,,,3.0,0.0,1.03,15.0
London,Wimbledon,24/06/13,Darcis S.,Nadal R.,135,5,7.0,6.0,7.0,6.0,6.0,4.0,,,,,3.0,0.0,29.0,1.002
London,Wimbledon,24/06/13,Mannarino A.,Andujar P.,111,50,6.0,1.0,6.0,2.0,6.0,3.0,,,,,3.0,0.0,1.18,4.5
London,Wimbledon,24/06/13,Monaco J.,Knittel B.,20,210,6.0,4.0,6.0,2.0,6.0,3.0,,,,,3.0,0.0,1.22,4.0
London,Wimbledon,24/06/13,De Schepper K.,Lorenzi P.,80,73,7.0,6.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,1.4,2.75
London,Wimbledon,24/06/13,Ram R.,Lacko L.,86,79,7.0,5.0,6.0,4.0,6.0,7.0,6.0,2.0,,,3.0,1.0,1.66,2.1
London,Wimbledon,24/06/13,Verdasco F.,Malisse X.,54,61,6.0,7.0,6.0,1.0,6.0,4.0,6.0,3.0,,,3.0,1.0,1.9,1.8
London,Wimbledon,24/06/13,Almagro N.,Zopp J.,16,183,6.0,4.0,7.0,6.0,7.0,5.0,,,,,3.0,0.0,1.06,10.0
London,Wimbledon,24/06/13,Stepanek R.,Reid M.,45,216,6.0,2.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,1.1,7.0
London,Wimbledon,24/06/13,Lu Y.H.,Ward J.,75,219,6.0,7.0,6.0,4.0,7.0,6.0,7.0,6.0,,,3.0,1.0,1.36,3.0
London,Wimbledon,24/06/13,Benneteau J.,Kamke T.,33,68,6.0,4.0,6.0,7.0,6.0,4.0,6.0,2.0,,,3.0,1.0,1.25,3.75
London,Wimbledon,24/06/13,Brown D.,Garcia-Lopez G.,189,67,6.0,3.0,6.0,3.0,6.0,3.0,,,,,3.0,0.0,2.75,1.4
London,Wimbledon,24/06/13,Murray A.,Becker B.,2,92,6.0,4.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,1.01,26.0
London,Wimbledon,24/06/13,Mahut N.,Hajek J.,124,96,6.0,2.0,6.0,4.0,6.0,3.0,,,,,3.0,0.0,1.06,9.0
London,Wimbledon,24/06/13,Robredo T.,Bogomolov A.,29,81,6.0,2.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,1.33,3.25
London,Wimbledon,24/06/13,Hewitt L.,Wawrinka S.,70,10,6.0,4.0,7.0,5.0,6.0,3.0,,,,,3.0,0.0,2.2,1.61
London,Wimbledon,25/06/13,Struff J.L.,Kavcic B.,115,132,6.0,4.0,6.0,1.0,6.0,3.0,,,,,3.0,0.0,1.36,3.0
London,Wimbledon,25/06/13,Przysiezny M.,Petzschner P.,127,141,6.0,3.0,7.0,6.0,6.0,0.0,,,,,3.0,0.0,1.61,2.2
London,Wimbledon,25/06/13,Blake J.,De Bakker T.,87,93,6.0,1.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,1.61,2.2
London,Wimbledon,25/06/13,Dodig I.,Kohlschreiber P.,49,18,4.0,6.0,6.0,7.0,7.0,6.0,6.0,3.0,2.0,1.0,2.0,2.0,2.75,1.4
London,Wimbledon,25/06/13,Kudla D.,Duckworth J.,105,174,6.0,4.0,6.0,2.0,3.0,6.0,4.0,6.0,6.0,1.0,3.0,2.0,1.36,3.0
London,Wimbledon,25/06/13,Mayer L.,Bedene A.,84,90,6.0,2.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,2.5,1.5
London,Wimbledon,25/06/13,Levine J.,Pella G.,112,76,6.0,4.0,6.0,2.0,4.0,6.0,3.0,6.0,4.0,3.0,2.0,2.0,1.16,5.0
London,Wimbledon,25/06/13,Anderson K.,Rochus O.,23,143,6.0,4.0,6.0,2.0,6.0,1.0,,,,,3.0,0.0,1.12,6.0
London,Wimbledon,25/06/13,Nishikori K.,Ebden M.,11,110,6.0,2.0,6.0,4.0,6.0,3.0,,,,,3.0,0.0,1.14,5.5
London,Wimbledon,25/06/13,Chardy J.,Harrison R.,25,97,7.0,6.0,4.0,6.0,7.0,5.0,6.0,2.0,,,3.0,1.0,1.57,2.25
London,Wimbledon,25/06/13,Tomic B.,Querrey S.,59,19,7.0,6.0,7.0,6.0,3.0,6.0,2.0,6.0,6.0,3.0,3.0,2.0,2.0,1.72
London,Wimbledon,25/06/13,Del Potro J.M.,Ramos A.,8,62,6.0,2.0,7.0,5.0,6.0,1.0,,,,,3.0,0.0,1.04,13.0
London,Wimbledon,25/06/13,Haas T.,Tursunov D.,13,65,6.0,3.0,7.0,5.0,7.0,5.0,,,,,3.0,0.0,1.08,8.0
London,Wimbledon,25/06/13,Llodra M.,Nieminen J.,53,38,7.0,6.0,6.0,4.0,6.0,3.0,,,,,3.0,0.0,1.44,2.62
London,Wimbledon,25/06/13,Wang J.,Odesnik W.,151,107,7.0,6.0,4.0,6.0,6.0,2.0,3.0,6.0,7.0,5.0,3.0,2.0,1.4,2.75
London,Wimbledon,25/06/13,Seppi A.,Istomin D.,28,47,7.0,6.0,7.0,6.0,5.0,7.0,3.0,6.0,6.0,3.0,3.0,2.0,1.44,2.62
London,Wimbledon,25/06/13,Djokovic N.,Mayer F.,1,34,6.0,3.0,7.0,5.0,6.0,4.0,,,,,3.0,0.0,1.01,26.0
London,Wimbledon,25/06/13,Soeda G.,Haider-Maurer A.,129,108,7.0,6.0,7.0,5.0,6.0,1.0,,,,,3.0,0.0,1.36,3.0
London,Wimbledon,25/06/13,Dolgopolov O.,Elias G.,24,122,6.0,1.0,7.0,6.0,6.0,2.0,,,,,3.0,0.0,1.06,10.0
London,Wimbledon,25/06/13,Giraldo S.,Zeballos H.,91,52,3.0,6.0,7.0,6.0,6.0,7.0,6.0,1.0,6.0,3.0,3.0,2.0,1.36,3.0
London,Wimbledon,25/06/13,Bautista R.,Gabashvili T.,60,137,6.0,3.0,6.0,4.0,7.0,6.0,,,,,3.0,0.0,1.5,2.5
London,Wimbledon,25/06/13,Gasquet R.,Granollers M.,9,41,6.0,7.0,6.0,4.0,7.0,5.0,6.0,4.0,,,3.0,1.0,1.06,10.0
London,Wimbledon,25/06/13,Sijsling I.,Kuznetsov Al.,64,173,6.0,3.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,1.18,4.5
London,Wimbledon,25/06/13,Raonic M.,Berlocq C.,15,74,6.0,4.0,6.0,3.0,6.0,3.0,,,,,3.0,0.0,1.12,6.0
London,Wimbledon,25/06/13,Dimitrov G.,Bolelli S.,31,89,6.0,1.0,6.0,4.0,6.0,3.0,,,,,3.0,0.0,1.04,13.0
London,Wimbledon,25/06/13,Ferrer D.,Alund M.,4,101,6.0,1.0,4.0,6.0,7.0,5.0,6.0,2.0,,,3.0,1.0,1.002,34.0
London,Wimbledon,25/06/13,Berdych T.,Klizan M.,6,36,6.0,3.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,1.04,13.0
London,Wimbledon,25/06/13,Brands D.,Gimeno-Traver D.,57,56,7.0,6.0,6.0,7.0,6.0,7.0,6.0,1.0,6.0,4.0,3.0,2.0,1.18,4.5
London,Wimbledon,25/06/13,Mathieu P.H.,Berankis R.,82,69,7.0,6.0,7.0,5.0,6.0,7.0,6.0,4.0,,,3.0,1.0,2.1,1.66
London,Wimbledon,25/06/13,Reynolds B.,Johnson S.,156,98,1.0,6.0,7.0,6.0,6.0,3.0,6.0,7.0,6.0,4.0,3.0,2.0,2.37,1.53
London,Wimbledon,25/06/13,Lopez F.,Simon G.,32,17,6.0,2.0,6.0,4.0,7.0,6.0,,,,,3.0,0.0,1.57,2.25
London,Wimbledon,25/06/13,Zemlja G.,Russell M.,55,95,6.0,7.0,6.0,4.0,6.0,4.0,6.0,1.0,,,3.0,1.0,1.3,3.4
London,Wimbledon,26/06/13,Kubot L.,Darcis S.,130,135,,,,,,,,,,,,,2.0,1.72
London,Wimbledon,26/06/13,Brown D.,Hewitt L.,189,70,6.0,4.0,6.0,4.0,6.0,7.0,6.0,2.0,,,3.0,1.0,7.0,1.1
London,Wimbledon,26/06/13,Mannarino A.,Isner J.,111,21,1.0,1.0,,,,,,,,,0.0,0.0,4.5,1.18
London,Wimbledon,26/06/13,Troicki V.,Kuznetsov An.,44,78,6.0,4.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,1.36,3.0
London,Wimbledon,26/06/13,Janowicz J.,Stepanek R.,22,45,6.0,2.0,5.0,3.0,,,,,,,1.0,0.0,1.57,2.25
London,Wimbledon,26/06/13,Almagro N.,Rufin G.,16,85,7.0,5.0,6.0,7.0,6.0,3.0,6.0,4.0,,,3.0,1.0,1.12,6.0
London,Wimbledon,26/06/13,Youzhny M.,Pospisil V.,26,103,6.0,2.0,6.0,7.0,7.0,6.0,3.0,6.0,6.0,4.0,3.0,2.0,1.11,6.5
London,Wimbledon,26/06/13,Verdasco F.,Benneteau J.,54,33,7.0,6.0,7.0,6.0,6.0,4.0,,,,,3.0,0.0,1.72,2.0
London,Wimbledon,26/06/13,Paire B.,Robert S.,27,165,6.0,4.0,7.0,5.0,6.0,4.0,,,,,3.0,0.0,1.2,4.33
London,Wimbledon,26/06/13,Gulbis E.,Tsonga J.W.,39,7,3.0,6.0,6.0,3.0,6.0,3.0,,,,,2.0,1.0,4.33,1.2
London,Wimbledon,26/06/13,Melzer J.,Reister J.,37,121,3.0,6.0,7.0,6.0,7.0,6.0,6.0,2.0,,,3.0,1.0,1.5,2.5
London,Wimbledon,26/06/13,Robredo T.,Mahut N.,29,124,7.0,6.0,6.0,1.0,7.0,6.0,,,,,3.0,0.0,3.0,1.36
London,Wimbledon,26/06/13,Murray A.,Lu Y.H.,2,75,6.0,3.0,6.0,3.0,7.0,5.0,,,,,3.0,0.0,1.01,26.0
London,Wimbledon,26/06/13,Monaco J.,Ram R.,20,86,5.0,7.0,6.0,2.0,6.0,4.0,6.0,2.0,,,3.0,1.0,1.22,4.0
London,Wimbledon,26/06/13,Stakhovsky S.,Federer R.,116,3,6.0,7.0,7.0,6.0,7.0,5.0,7.0,6.0,,,3.0,1.0,29.0,1.002
London,Wimbledon,26/06/13,De Schepper K.,Cilic M.,80,12,,,,,,,,,,,,,10.0,1.06
London,Wimbledon,27/06/13,Seppi A.,Llodra M.,28,53,7.0,5.0,,,,,,,,,1.0,0.0,2.25,1.57
